user_id,product_id,timestamp
560,367,2023-06-02 16:16:00
913,498,2023-06-02 17:49:00
775,173,2023-06-02 07:02:00
450,194,2023-06-02 12:17:00
964,140,2023-06-02 04:42:00
989,237,2023-06-02 23:58:00
310,186,2023-06-02 07:01:00
290,103,2023-06-02 11:46:00
564,458,2023-06-02 05:44:00
827,395,2023-06-02 18:40:00
665,374,2023-06-02 02:19:00
711,422,2023-06-02 00:28:00
60,260,2023-06-02 10:12:00
60,491,2023-06-02 11:32:00
842,126,2023-06-02 11:46:00
601,419,2023-06-02 19:47:00
412,132,2023-06-02 11:05:00
79,180,2023-06-02 18:14:00
772,436,2023-06-02 13:14:00
217,314,2023-06-02 01:10:00
388,306,2023-06-02 16:51:00
939,224,2023-06-02 03:19:00
605,386,2023-06-02 01:18:00
787,102,2023-06-02 10:11:00
27,196,2023-06-02 21:15:00
742,297,2023-06-02 12:44:00
774,494,2023-06-02 06:52:00
92,140,2023-06-02 17:16:00
335,104,2023-06-02 05:02:00
235,106,2023-06-02 23:28:00
142,210,2023-06-02 13:10:00
932,217,2023-06-02 15:05:00
350,143,2023-06-02 00:24:00
532,450,2023-06-02 13:31:00
495,257,2023-06-02 06:27:00
524,404,2023-06-02 02:53:00
81,166,2023-06-02 21:46:00
655,404,2023-06-02 08:27:00
879,274,2023-06-02 13:34:00
800,192,2023-06-02 12:45:00
107,122,2023-06-02 07:23:00
988,377,2023-06-03 00:00:00
958,129,2023-06-02 14:04:00
882,480,2023-06-02 13:55:00
340,438,2023-06-02 08:37:00
919,473,2023-06-02 02:47:00
297,192,2023-06-02 10:17:00
268,479,2023-06-02 12:46:00
719,320,2023-06-02 21:58:00
135,114,2023-06-02 17:04:00
187,380,2023-06-02 19:17:00
971,268,2023-06-02 06:21:00
390,487,2023-06-02 05:56:00
881,146,2023-06-02 07:20:00
899,321,2023-06-02 05:33:00
703,205,2023-06-02 04:13:00
104,335,2023-06-02 18:16:00
339,468,2023-06-02 19:50:00
101,213,2023-06-02 01:52:00
734,490,2023-06-02 16:03:00
725,400,2023-06-02 03:32:00
604,167,2023-06-02 22:24:00
503,179,2023-06-02 11:00:00
150,244,2023-06-02 23:57:00
885,412,2023-06-02 11:43:00
438,243,2023-06-02 23:21:00
709,428,2023-06-02 23:54:00
954,123,2023-06-02 05:01:00
147,382,2023-06-02 08:00:00
967,354,2023-06-02 09:35:00
633,267,2023-06-02 17:53:00
962,188,2023-06-02 18:29:00
126,261,2023-06-02 22:43:00
427,260,2023-06-02 16:49:00
647,323,2023-06-02 04:50:00
731,264,2023-06-02 15:25:00
629,244,2023-06-02 02:21:00
379,123,2023-06-02 22:11:00
448,153,2023-06-02 14:29:00
665,392,2023-06-02 03:58:00
399,427,2023-06-02 19:01:00
228,412,2023-06-02 22:58:00
681,390,2023-06-02 00:14:00
958,460,2023-06-02 05:41:00
518,309,2023-06-02 10:21:00
15,159,2023-06-02 01:11:00
13,175,2023-06-02 14:35:00
979,152,2023-06-02 14:00:00
63,111,2023-06-02 05:55:00
819,254,2023-06-02 00:24:00
447,111,2023-06-02 03:36:00
576,428,2023-06-02 20:47:00
454,272,2023-06-02 17:38:00
710,217,2023-06-02 11:21:00
92,268,2023-06-02 05:18:00
698,479,2023-06-02 19:49:00
701,237,2023-06-02 18:07:00
134,423,2023-06-02 04:17:00
70,185,2023-06-02 13:41:00
667,371,2023-06-02 20:30:00
998,350,2023-06-02 01:43:00
267,397,2023-06-02 14:01:00
457,447,2023-06-02 13:14:00
78,486,2023-06-02 12:47:00
377,288,2023-06-02 01:58:00
608,162,2023-06-02 05:32:00
80,228,2023-06-02 01:24:00
320,377,2023-06-02 09:39:00
958,205,2023-06-02 11:14:00
4,440,2023-06-02 22:38:00
15,478,2023-06-02 07:51:00
343,102,2023-06-02 12:19:00
811,464,2023-06-02 22:40:00
874,185,2023-06-02 12:11:00
723,203,2023-06-02 03:48:00
280,122,2023-06-02 14:49:00
505,222,2023-06-02 20:40:00
168,288,2023-06-02 02:40:00
270,324,2023-06-02 17:20:00
55,346,2023-06-02 09:08:00
363,157,2023-06-02 11:12:00
112,359,2023-06-02 21:17:00
553,388,2023-06-02 01:14:00
313,469,2023-06-02 03:50:00
647,390,2023-06-02 08:56:00
840,251,2023-06-02 16:44:00
219,255,2023-06-02 04:00:00
131,120,2023-06-02 18:08:00
610,241,2023-06-02 03:07:00
479,202,2023-06-02 13:05:00
249,437,2023-06-02 21:08:00
482,440,2023-06-02 03:32:00
41,403,2023-06-02 01:22:00
702,389,2023-06-02 07:33:00
428,264,2023-06-02 07:24:00
705,227,2023-06-02 01:33:00
972,368,2023-06-02 01:17:00
489,304,2023-06-02 22:47:00
348,493,2023-06-02 03:01:00
133,359,2023-06-02 04:34:00
616,241,2023-06-02 21:06:00
730,299,2023-06-02 06:55:00
972,371,2023-06-02 14:54:00
718,259,2023-06-02 10:16:00
383,125,2023-06-02 15:56:00
395,155,2023-06-02 07:21:00
381,441,2023-06-02 13:06:00
989,157,2023-06-02 23:19:00
895,101,2023-06-02 07:06:00
178,287,2023-06-02 16:39:00
550,480,2023-06-02 08:27:00
332,207,2023-06-02 01:31:00
672,439,2023-06-02 14:52:00
778,251,2023-06-02 08:01:00
773,353,2023-06-02 02:13:00
782,260,2023-06-02 20:48:00
494,472,2023-06-02 21:59:00
885,292,2023-06-02 17:19:00
188,212,2023-06-02 16:33:00
976,203,2023-06-02 00:40:00
225,456,2023-06-02 21:27:00
652,256,2023-06-02 07:41:00
500,384,2023-06-02 06:49:00
51,410,2023-06-02 16:43:00
720,344,2023-06-02 10:10:00
653,364,2023-06-02 09:53:00
561,164,2023-06-02 09:46:00
98,445,2023-06-02 15:24:00
593,310,2023-06-02 12:30:00
294,414,2023-06-02 13:20:00
58,267,2023-06-02 22:14:00
564,283,2023-06-02 11:33:00
927,101,2023-06-02 07:55:00
178,162,2023-06-02 05:11:00
647,231,2023-06-02 01:03:00
465,343,2023-06-02 07:57:00
94,176,2023-06-02 06:22:00
6,235,2023-06-02 09:29:00
767,478,2023-06-02 18:26:00
808,496,2023-06-02 10:43:00
681,376,2023-06-02 00:49:00
313,495,2023-06-02 01:55:00
578,422,2023-06-02 21:26:00
525,174,2023-06-02 14:38:00
712,344,2023-06-02 03:42:00
689,239,2023-06-02 13:43:00
763,187,2023-06-02 21:24:00
324,293,2023-06-02 23:30:00
516,143,2023-06-02 13:30:00
816,190,2023-06-02 04:40:00
69,424,2023-06-02 15:06:00
552,416,2023-06-02 23:28:00
530,104,2023-06-02 16:09:00
632,313,2023-06-02 21:25:00
123,329,2023-06-02 09:59:00
449,411,2023-06-02 17:35:00
88,465,2023-06-02 00:33:00
343,201,2023-06-02 09:30:00
515,452,2023-06-02 16:02:00
772,108,2023-06-02 04:09:00
761,409,2023-06-02 06:50:00
924,160,2023-06-02 10:44:00
804,450,2023-06-02 22:41:00
989,135,2023-06-02 14:54:00
685,407,2023-06-02 06:35:00
469,209,2023-06-02 17:12:00
556,131,2023-06-02 10:20:00
665,163,2023-06-02 06:48:00
492,407,2023-06-02 06:52:00
371,163,2023-06-02 17:12:00
485,374,2023-06-02 22:47:00
730,351,2023-06-02 21:54:00
163,291,2023-06-02 17:30:00
927,158,2023-06-02 23:50:00
927,205,2023-06-02 06:05:00
208,426,2023-06-02 00:04:00
864,470,2023-06-02 04:38:00
137,492,2023-06-02 07:47:00
650,304,2023-06-02 22:51:00
258,398,2023-06-02 01:52:00
855,239,2023-06-02 18:39:00
375,309,2023-06-02 02:58:00
994,500,2023-06-02 23:42:00
878,478,2023-06-02 19:38:00
139,417,2023-06-02 15:33:00
910,474,2023-06-02 13:01:00
957,405,2023-06-02 18:30:00
323,329,2023-06-02 01:06:00
25,410,2023-06-02 10:18:00
968,299,2023-06-02 05:54:00
32,228,2023-06-02 06:54:00
168,262,2023-06-02 15:11:00
222,285,2023-06-02 10:28:00
624,436,2023-06-02 15:49:00
250,444,2023-06-02 13:44:00
194,229,2023-06-02 15:58:00
875,102,2023-06-02 02:39:00
350,352,2023-06-02 10:38:00
215,111,2023-06-02 05:29:00
302,116,2023-06-02 17:56:00
705,143,2023-06-02 06:53:00
531,196,2023-06-02 03:57:00
293,344,2023-06-02 13:50:00
276,291,2023-06-02 00:35:00
263,193,2023-06-02 04:31:00
436,251,2023-06-02 22:05:00
146,456,2023-06-02 20:43:00
275,433,2023-06-02 21:48:00
896,469,2023-06-02 19:20:00
907,309,2023-06-02 01:41:00
629,440,2023-06-02 09:21:00
41,374,2023-06-02 03:12:00
44,188,2023-06-02 21:07:00
764,153,2023-06-02 19:24:00
612,434,2023-06-02 23:54:00
460,273,2023-06-02 18:39:00
659,478,2023-06-02 05:56:00
483,255,2023-06-02 20:52:00
434,353,2023-06-02 14:52:00
18,475,2023-06-02 06:56:00
14,205,2023-06-02 11:40:00
490,367,2023-06-02 05:44:00
837,373,2023-06-02 02:40:00
492,157,2023-06-02 00:12:00
957,287,2023-06-02 00:48:00
293,240,2023-06-02 07:16:00
80,110,2023-06-02 07:42:00
469,486,2023-06-02 05:05:00
832,367,2023-06-02 05:05:00
824,167,2023-06-02 18:54:00
576,157,2023-06-02 09:00:00
866,485,2023-06-02 14:18:00
70,471,2023-06-02 11:23:00
275,287,2023-06-02 03:41:00
213,183,2023-06-02 13:10:00
18,411,2023-06-02 03:11:00
409,112,2023-06-02 14:38:00
868,217,2023-06-02 15:38:00
243,469,2023-06-02 19:34:00
3,297,2023-06-02 01:09:00
470,437,2023-06-02 14:14:00
507,425,2023-06-02 17:10:00
122,192,2023-06-02 11:56:00
647,312,2023-06-02 02:09:00
30,268,2023-06-02 16:45:00
884,283,2023-06-02 06:15:00
554,475,2023-06-02 16:18:00
893,316,2023-06-02 21:33:00
978,445,2023-06-02 07:45:00
146,440,2023-06-02 05:35:00
679,483,2023-06-02 16:09:00
433,140,2023-06-02 09:46:00
696,137,2023-06-02 22:14:00
544,327,2023-06-02 16:00:00
88,452,2023-06-02 06:53:00
116,491,2023-06-02 10:36:00
727,454,2023-06-02 01:31:00
791,475,2023-06-02 09:24:00
164,157,2023-06-02 11:44:00
93,346,2023-06-02 12:23:00
70,191,2023-06-02 23:24:00
861,256,2023-06-02 14:34:00
360,404,2023-06-02 09:47:00
282,186,2023-06-02 04:29:00
286,169,2023-06-02 04:31:00
256,479,2023-06-02 11:20:00
127,383,2023-06-02 13:26:00
146,267,2023-06-02 10:32:00
924,152,2023-06-02 16:46:00
865,414,2023-06-02 00:09:00
93,370,2023-06-02 04:41:00
540,496,2023-06-02 05:47:00
894,222,2023-06-02 09:24:00
514,331,2023-06-02 09:48:00
699,171,2023-06-02 07:05:00
796,369,2023-06-02 09:59:00
314,383,2023-06-02 01:17:00
942,327,2023-06-02 10:46:00
414,404,2023-06-02 09:40:00
469,122,2023-06-02 16:34:00
575,478,2023-06-02 10:30:00
532,131,2023-06-02 09:09:00
734,228,2023-06-02 22:37:00
318,318,2023-06-02 03:10:00
428,168,2023-06-02 23:27:00
562,274,2023-06-02 13:56:00
97,493,2023-06-02 07:10:00
813,271,2023-06-02 20:39:00
124,301,2023-06-02 22:24:00
461,440,2023-06-02 14:55:00
180,172,2023-06-02 02:47:00
595,253,2023-06-02 04:28:00
160,487,2023-06-02 05:44:00
140,286,2023-06-02 13:04:00
187,227,2023-06-02 22:19:00
118,195,2023-06-02 09:46:00
747,261,2023-06-02 16:25:00
956,214,2023-06-02 20:17:00
445,150,2023-06-02 17:27:00
110,411,2023-06-02 12:34:00
157,398,2023-06-02 18:11:00
216,497,2023-06-02 04:23:00
582,293,2023-06-02 11:57:00
338,491,2023-06-02 10:21:00
66,481,2023-06-02 23:09:00
616,183,2023-06-02 07:33:00
684,265,2023-06-02 21:59:00
676,439,2023-06-02 17:24:00
487,220,2023-06-02 20:17:00
66,462,2023-06-02 15:07:00
186,347,2023-06-02 04:58:00
119,313,2023-06-02 17:43:00
472,464,2023-06-02 01:27:00
177,454,2023-06-02 21:52:00
179,146,2023-06-02 15:51:00
167,343,2023-06-02 12:28:00
101,233,2023-06-02 02:15:00
165,348,2023-06-02 03:36:00
280,477,2023-06-02 14:43:00
401,349,2023-06-02 13:58:00
332,461,2023-06-02 03:35:00
101,427,2023-06-02 23:14:00
151,225,2023-06-02 14:46:00
212,265,2023-06-02 22:38:00
92,304,2023-06-02 22:04:00
462,231,2023-06-02 15:44:00
361,176,2023-06-02 11:56:00
183,212,2023-06-02 02:51:00
612,217,2023-06-02 09:21:00
968,386,2023-06-02 09:24:00
468,107,2023-06-02 05:42:00
545,390,2023-06-02 03:17:00
262,188,2023-06-02 13:19:00
394,409,2023-06-02 12:48:00
409,116,2023-06-02 12:15:00
549,405,2023-06-02 01:46:00
621,419,2023-06-02 14:51:00
473,367,2023-06-02 08:40:00
475,430,2023-06-02 20:44:00
235,467,2023-06-02 09:30:00
716,112,2023-06-02 08:39:00
857,491,2023-06-02 21:03:00
246,263,2023-06-02 18:04:00
148,155,2023-06-02 00:40:00
651,454,2023-06-02 02:46:00
18,232,2023-06-02 09:19:00
671,115,2023-06-02 03:09:00
638,135,2023-06-02 19:04:00
869,222,2023-06-02 11:24:00
94,412,2023-06-02 14:58:00
649,375,2023-06-02 16:49:00
259,289,2023-06-02 04:56:00
426,342,2023-06-02 16:23:00
388,364,2023-06-02 13:24:00
200,350,2023-06-02 05:49:00
625,466,2023-06-02 14:49:00
492,475,2023-06-02 04:45:00
769,423,2023-06-02 00:25:00
292,375,2023-06-02 18:21:00
780,249,2023-06-02 21:46:00
350,100,2023-06-02 07:01:00
596,192,2023-06-02 05:08:00
833,432,2023-06-02 04:45:00
